"TAZ","TOTHH","TOTPOP","hh_own","hh_rent","hh_size_1","hh_size_2","hh_size_3","hh_size_4_plus","hh_kids_no","hh_kids_yes","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","gq_tot_pop"
"153","850.0","201.6796000315861","632.0","233.0","96.0","191.0","221.0","358.0","1181.0","426.0","121.0","135.0","267.0","715.0","0.0"
"154","1118.0","266.90064638166666","794.0","334.0","284.0","218.0","344.0","312.0","1094.0","318.0","276.0","112.0","243.0","507.0","46.0"
"155","1102.0","255.17838007248812","780.0","332.0","170.0","255.0","296.0","422.0","835.0","483.0","179.0","110.0","326.0","439.0","12.0"
"156","1023.0","226.13595760981852","583.0","444.0","102.0","237.0","221.0","484.0","563.0","321.0","129.0","76.0","215.0","293.0","0.0"
"157","1511.0","314.93471039515345","452.0","1080.0","356.0","461.0","157.0","574.0","732.0","446.0","274.0","150.0","102.0","217.0","0.0"
"158","1417.0","294.7619876338589","231.0","1211.0","355.0","616.0","31.0","455.0","791.0","392.0","219.0","56.0","57.0","84.0","2.9647954329210275"
"159","2141.0","370.4946703916567","1535.0","619.0","703.0","454.0","483.0","546.0","1408.0","569.0","193.0","239.0","410.0","748.0","26.0"
"16","7682.0","932.56075048394","2587.0","5113.0","3057.0","3804.0","471.0","383.0","2381.0","132.0","342.0","221.0","481.0","4360.0","48.65980331899201"
"160","1070.0","237.76727482117244","754.0","346.0","188.0","307.0","85.0","521.0","1147.0","627.0","92.0","149.0","494.0","692.0","0.0"
"161","787.0","182.18665196870572","549.0","263.0","56.0","234.0","192.0","345.0","1031.0","397.0","98.0","59.0","306.0","682.0","6.0"
"162","803.0","199.5807577073991","482.0","346.0","58.0","306.0","98.0","366.0","1114.0","624.0","257.0","120.0","282.0","737.0","17.0"
"163","1354.0","405.15787581805296","1088.0","274.0","404.0","264.0","223.0","502.0","1153.0","556.0","122.0","175.0","412.0","658.0","145.0"
"164","945.0","237.80565586057529","598.0","350.0","92.0","297.0","187.0","420.0","864.0","434.0","190.0","195.0","303.0","1411.0","27.12521554582836"
"165","1055.0","216.0765923149297","693.0","366.0","144.0","320.0","193.0","419.0","1671.0","885.0","266.0","195.0","392.0","1150.0","0.0"
"166","992.0","236.0891092718929","570.0","439.0","228.0","263.0","157.0","378.0","1354.0","509.0","353.0","325.0","457.0","1502.0","28.6069116840373"
"167","1322.0","357.4423811250738","1048.0","288.0","173.0","217.0","273.0","705.0","703.0","551.0","170.0","208.0","331.0","1218.0","28.019283746556475"
"168","1259.0","225.8486952624228","804.0","460.0","376.0","369.0","292.0","259.0","1667.0","450.0","371.0","311.0","642.0","2051.0","20.19441801458928"
"169","441.0","95.90719999981816","439.0","19.0","77.0","144.0","100.0","152.0","1944.0","998.0","232.0","155.0","359.0","1611.0","18.0"
"17","5148.0","631.3631748765913","1641.0","3511.0","2383.0","2304.0","368.0","113.0","1680.0","111.0","325.0","267.0","553.0","3226.0","83.56481708814142"
"170","614.0","154.74863744221952","453.0","185.0","148.0","208.0","99.0","183.0","1859.0","686.0","121.0","68.0","334.0","1536.0","45.0"
"171","630.0","116.32202713938288","572.0","76.0","121.0","224.0","146.0","173.0","941.0","299.0","5.0","36.0","72.0","862.0","11.513513513513514"
"172","803.0","118.97058258531644","663.0","148.0","166.0","427.0","84.0","150.0","2211.0","572.0","182.0","185.0","406.0","1492.0","0.0"
"173","693.0","117.12275013264276","484.0","230.0","181.0","228.0","118.0","204.0","1298.0","381.0","102.0","112.0","145.0","975.0","0.0"
"174","1149.0","254.0245380768377","653.0","517.0","281.0","424.0","329.0","166.0","2315.0","922.0","194.0","186.0","251.0","1961.0","71.0"
"175","1842.0","239.32885043070297","417.0","1448.0","793.0","669.0","228.0","174.0","2234.0","370.0","159.0","106.0","591.0","1245.0","12.0"
"176","1968.0","311.8788621276961","466.0","1519.0","779.0","683.0","369.0","170.0","1959.0","551.0","359.0","162.0","392.0","1069.0","55.0"
"177","1165.0","257.6297630941604","525.0","659.0","291.0","348.0","288.0","257.0","1601.0","449.0","304.0","325.0","519.0","2161.0","63.7154350074704"
"178","1008.0","193.7996713056589","643.0","388.0","162.0","373.0","242.0","254.0","2341.0","733.0","340.0","219.0","372.0","1535.0","16.0"
"179","1023.0","185.04409521095752","611.0","429.0","264.0","224.0","200.0","367.0","1257.0","470.0","278.0","253.0","541.0","1721.0","3.1855696526976804"
"18","1527.0","1472.9701850159636","406.0","1134.0","778.0","563.0","33.0","183.0","1719.0","223.0","33.0","6.0","138.0","587.0","1286.0"
"180","1511.0","257.0725306552348","547.0","984.0","434.0","490.0","236.0","387.0","1538.0","638.0","207.0","211.0","365.0","967.0","4.0"
"181","1023.0","182.4899370406752","771.0","273.0","205.0","390.0","176.0","273.0","1809.0","569.0","250.0","238.0","330.0","1077.0","0.0"
"182","976.0","196.92403188925647","781.0","206.0","231.0","240.0","179.0","353.0","2064.0","1049.0","294.0","243.0","326.0","1651.0","17.0"
"183","976.0","194.94116388421085","727.0","263.0","231.0","242.0","211.0","322.0","2307.0","942.0","375.0","257.0","233.0","1759.0","24.0"
"184","850.0","174.19061716849967","676.0","203.0","152.0","320.0","146.0","261.0","1467.0","450.0","312.0","141.0","522.0","2041.0","11.39424703891709"
"185","929.0","225.93913772236803","629.0","328.0","203.0","315.0","187.0","267.0","1455.0","350.0","395.0","317.0","492.0","1700.0","57.93734245588765"
"186","803.0","162.61722336858207","556.0","254.0","204.0","272.0","134.0","232.0","1393.0","457.0","183.0","155.0","549.0","2080.0","25.854435178165275"
"187","551.0","110.5003440167846","507.0","61.0","83.0","224.0","123.0","154.0","1173.0","627.0","185.0","108.0","156.0","988.0","15.0"
"188","5038.0","1432.877425564844","55.0","5002.0","1104.0","1493.0","1546.0","914.0","797.0","74.0","247.0","59.0","68.0","282.0","581.7013963480128"
"189","4439.0","593.793639981847","219.0","4240.0","1560.0","1731.0","639.0","543.0","1750.0","300.0","901.0","476.0","556.0","1323.0","0.0"
"19","2660.0","1607.7848553865583","629.0","2049.0","1000.0","1219.0","304.0","170.0","1719.0","223.0","138.0","58.0","72.0","520.0","1286.0000000000002"
"190","8564.0","1003.4857672380076","1338.0","7254.0","4705.0","2486.0","838.0","579.0","1068.0","248.0","183.0","166.0","210.0","503.0","41.412213740458014"
"191","1245.0","218.7526034728861","999.0","267.0","222.0","509.0","152.0","401.0","1136.0","364.0","157.0","95.0","267.0","850.0","13.0"
"192","4103.0","752.6015662046547","648.0","3478.0","927.0","997.0","865.0","1356.0","1785.0","892.0","280.0","373.0","800.0","993.0","10.0"
"193","1403.0","339.727066896678","699.0","734.0","177.0","397.0","411.0","448.0","1384.0","888.0","260.0","172.0","306.0","1321.0","94.4692082111437"
"194","1946.0","572.4733766365542","1209.0","771.0","423.0","658.0","323.0","575.0","1733.0","596.0","172.0","288.0","508.0","1213.0","224.76298342541435"
"195","824.0","168.33639504814084","685.0","151.0","107.0","244.0","207.0","313.0","1493.0","566.0","85.0","129.0","285.0","1285.0","10.735572628193676"
"196","1666.0","314.61677981983587","1488.0","194.0","140.0","448.0","215.0","897.0","1773.0","669.0","163.0","165.0","580.0","1201.0","6.946334673677699"
"197","1228.0","257.8536628022904","1057.0","187.0","234.0","335.0","196.0","478.0","1291.0","392.0","130.0","232.0","291.0","1054.0","27.19840596913685"
"198","3946.0","888.0639392864828","810.0","3146.0","912.0","875.0","1019.0","1185.0","1277.0","527.0","275.0","261.0","281.0","724.0","235.9516525023607"
"199","3893.0","483.4598896891232","2473.0","1426.0","1645.0","1278.0","625.0","386.0","1052.0","170.0","28.0","64.0","362.0","674.0","1.8787635487755925"
"2","1102.0","311.7370703045857","35.0","1085.0","457.0","613.0","0.0","50.0","1224.0","191.0","21.0","92.0","9.0","47.0","188.0"
"20","2125.0","584.9010337840593","635.0","1503.0","1003.0","847.0","175.0","129.0","1973.0","169.0","399.0","252.0","179.0","1465.0","338.95693779904303"
"200","1000.0","225.5813704429184","659.0","363.0","242.0","283.0","233.0","264.0","705.0","304.0","102.0","77.0","247.0","474.0","57.0"
"201","1350.0","267.2444457013076","402.0","978.0","378.0","284.0","264.0","453.0","929.0","519.0","407.0","431.0","562.0","1170.0","18.0"
"202","2210.0","404.3298202657188","1418.0","819.0","513.0","775.0","210.0","740.0","893.0","351.0","268.0","195.0","462.0","1343.0","10.039748953974897"
"203","1350.0","257.9428033671403","477.0","890.0","239.0","436.0","234.0","475.0","1121.0","450.0","142.0","237.0","350.0","701.0","0.0"
"204","929.0","191.64539833588745","642.0","316.0","175.0","418.0","213.0","169.0","920.0","234.0","373.0","222.0","362.0","1052.0","35.517214996174445"
"205","1122.0","221.07353986345476","861.0","265.0","206.0","330.0","226.0","417.0","954.0","301.0","286.0","175.0","311.0","1553.0","7.496797583081571"
"206","1578.0","260.3188284843566","1136.0","457.0","404.0","479.0","264.0","446.0","1096.0","417.0","253.0","139.0","181.0","742.0","0.0"
"207","912.0","210.4913200963634","651.0","272.0","107.0","186.0","197.0","451.0","735.0","451.0","109.0","142.0","202.0","631.0","12.0"
"208","1403.0","213.8689712360697","893.0","542.0","442.0","520.0","204.0","269.0","1615.0","586.0","189.0","268.0","299.0","1249.0","14.0"
"209","3875.0","629.2427613684491","3356.0","538.0","599.0","1336.0","930.0","1029.0","1094.0","348.0","129.0","168.0","466.0","1735.0","11.53658536585366"
"21","4644.0","617.9711914703299","1074.0","3583.0","2994.0","1392.0","165.0","122.0","2816.0","94.0","1539.0","221.0","326.0","1434.0","180.7710718002081"
"210","877.0","169.9802463969221","337.0","544.0","128.0","266.0","127.0","378.0","660.0","388.0","156.0","148.0","252.0","449.0","0.0"
"211","1122.0","218.55447265962007","176.0","964.0","329.0","377.0","162.0","291.0","1182.0","466.0","253.0","475.0","968.0","1227.0","40.9509446847257"
"212","1789.0","340.3852879733871","934.0","873.0","382.0","513.0","221.0","708.0","1023.0","454.0","184.0","147.0","147.0","864.0","35.0"
"213","1368.0","246.36253429615195","747.0","645.0","350.0","456.0","251.0","335.0","2194.0","760.0","445.0","173.0","615.0","1447.0","31.0"
"214","964.0","209.2800485174254","825.0","148.0","176.0","405.0","175.0","235.0","1761.0","608.0","185.0","132.0","501.0","1327.0","62.0"
"215","2788.0","492.16395819252347","1236.0","1562.0","489.0","986.0","524.0","835.0","1302.0","549.0","161.0","263.0","411.0","1165.0","9.567917205692108"
"216","1701.0","240.38288535024992","747.0","968.0","528.0","713.0","150.0","341.0","1458.0","559.0","140.0","135.0","125.0","926.0","10.073926868044516"
"217","894.0","242.77349164579","804.0","106.0","119.0","287.0","225.0","314.0","953.0","515.0","30.0","74.0","194.0","1023.0","78.0"
"218","2508.0","449.3571507444494","1425.0","1088.0","653.0","756.0","243.0","879.0","1632.0","619.0","276.0","112.0","302.0","772.0","26.0"
"219","2280.0","443.2933973555784","1798.0","506.0","315.0","691.0","448.0","867.0","1612.0","483.0","237.0","202.0","299.0","1379.0","10.430517316330969"
"22","6722.0","682.6605553712603","279.0","6458.0","4205.0","2172.0","140.0","237.0","1921.0","292.0","57.0","58.0","176.0","803.0","58.0"
"220","2736.0","495.39793903264655","1631.0","1120.0","521.0","996.0","432.0","838.0","1459.0","682.0","200.0","199.0","284.0","1223.0","24.70123374458153"
"221","2578.0","455.1351293953103","1616.0","980.0","377.0","830.0","493.0","897.0","1105.0","562.0","103.0","181.0","213.0","1037.0","0.1011259825791374"
"222","1561.0","240.1393247261188","862.0","705.0","469.0","560.0","380.0","210.0","1308.0","472.0","150.0","132.0","366.0","1082.0","27.778876404494383"
"223","2683.0","405.1445395238548","1710.0","989.0","847.0","981.0","364.0","543.0","1754.0","380.0","90.0","199.0","357.0","1302.0","31.0"
"224","3770.0","650.8121718705293","3275.0","510.0","412.0","1374.0","912.0","1105.0","877.0","393.0","83.0","80.0","138.0","852.0","8.180005950609937"
"225","1052.0","172.91615272407762","818.0","254.0","268.0","506.0","175.0","158.0","1047.0","378.0","108.0","53.0","283.0","837.0","27.0"
"226","2402.0","381.0463811954469","1811.0","614.0","538.0","933.0","393.0","578.0","1953.0","648.0","194.0","88.0","489.0","1580.0","19.0"
"227","3875.0","614.3241680008725","3120.0","772.0","792.0","1390.0","755.0","956.0","1534.0","672.0","115.0","228.0","429.0","1239.0","0.0"
"228","1210.0","504.70079176563735","1064.0","163.0","59.0","319.0","579.0","270.0","1293.0","751.0","2.0","5.0","2.0","85.0","294.0"
"229","1701.0","578.3411444134856","1064.0","655.0","338.0","600.0","295.0","503.0","1293.0","751.0","78.0","63.0","210.0","1397.0","294.0"
"23","1984.0","339.54054523582624","798.0","1200.0","733.0","766.0","74.0","455.0","1921.0","292.0","161.0","63.0","148.0","316.0","58.0"
"230","3665.0","639.550534210231","2396.0","1285.0","670.0","1200.0","843.0","968.0","1053.0","505.0","211.0","370.0","426.0","1912.0","5.277483369038223"
"231","1596.0","382.9424927252999","1487.0","124.0","145.0","562.0","275.0","647.0","1160.0","432.0","101.0","154.0","225.0","974.0","80.0"
"232","1052.0","309.1470589042335","850.0","222.0","281.0","325.0","185.0","282.0","1499.0","583.0","120.0","235.0","378.0","1159.0","145.0"
"233","7716.0","821.0018432253097","5446.0","2284.0","3790.0","2364.0","1082.0","513.0","1337.0","545.0","272.0","226.0","759.0","1870.0","2.1218576342947872"
"234","4629.0","498.16976660649925","827.0","3822.0","1916.0","1971.0","487.0","292.0","1493.0","278.0","234.0","195.0","365.0","810.0","0.0"
"235","964.0","163.90157088163815","812.0","160.0","134.0","440.0","159.0","256.0","909.0","395.0","48.0","129.0","214.0","794.0","13.0"
"236","1561.0","248.9310336173585","750.0","829.0","343.0","814.0","154.0","286.0","1606.0","677.0","81.0","330.0","551.0","1152.0","41.78118934180343"
"237","807.0","162.70093653878394","298.0","537.0","242.0","151.0","127.0","332.0","968.0","463.0","215.0","397.0","540.0","1399.0","23.755607591816613"
"238","789.0","178.3918160697664","676.0","136.0","100.0","241.0","135.0","354.0","713.0","289.0","43.0","88.0","156.0","628.0","0.0"
"239","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"24","1858.0","256.2572956114948","192.0","1672.0","1005.0","250.0","526.0","115.0","903.0","288.0","364.0","74.0","87.0","40.0","25.0"
"240","1789.0","382.5038925759388","836.0","969.0","633.0","483.0","248.0","442.0","1508.0","531.0","352.0","95.0","251.0","1129.0","112.0"
"241","1876.0","332.90279312598096","1440.0","444.0","521.0","457.0","383.0","558.0","964.0","456.0","162.0","164.0","142.0","821.0","32.0"
"242","1087.0","189.0751768533582","1003.0","102.0","186.0","327.0","257.0","351.0","631.0","301.0","85.0","75.0","91.0","599.0","0.0"
"243","1841.0","335.746273580742","1506.0","361.0","182.0","552.0","342.0","791.0","659.0","360.0","42.0","102.0","84.0","703.0","9.0"
"244","1017.0","195.1540372005402","299.0","731.0","180.0","349.0","201.0","317.0","1377.0","606.0","123.0","202.0","302.0","1179.0","24.0"
"245","1157.0","205.29977188723248","846.0","321.0","330.0","387.0","190.0","294.0","905.0","410.0","52.0","122.0","259.0","746.0","33.55244149089859"
"246","1526.0","653.9270224230896","775.0","767.0","473.0","391.0","303.0","392.0","1919.0","1188.0","209.0","114.0","546.0","1914.0","425.0"
"247","912.0","148.74003472489625","776.0","156.0","285.0","294.0","131.0","240.0","1041.0","477.0","33.0","142.0","141.0","1069.0","12.91569086651054"
"248","912.0","203.30210321759267","385.0","559.0","315.0","253.0","203.0","190.0","800.0","500.0","105.0","126.0","151.0","790.0","76.0"
"249","1666.0","208.4252774539468","557.0","1127.0","792.0","435.0","270.0","205.0","2236.0","734.0","158.0","279.0","352.0","1875.0","14.0"
"25","2440.0","354.8849560683772","227.0","2228.0","688.0","1065.0","395.0","323.0","937.0","237.0","610.0","281.0","248.0","184.0","7.939944134078212"
"250","719.0","154.88690718517773","374.0","352.0","255.0","177.0","126.0","185.0","1319.0","769.0","189.0","65.0","229.0","1393.0","49.74292026511348"
"251","2630.0","287.3483599589336","612.0","2049.0","1367.0","888.0","92.0","331.0","1183.0","249.0","310.0","196.0","639.0","1394.0","2.27959927140255"
"252","579.0","129.52477053132094","538.0","58.0","66.0","164.0","81.0","302.0","1031.0","922.0","99.0","98.0","109.0","1471.0","13.402175760666326"
"253","631.0","99.85642205481275","447.0","198.0","159.0","214.0","95.0","178.0","703.0","320.0","52.0","43.0","72.0","733.0","0.0817120622568093"
"254","701.0","116.69783306083592","685.0","31.0","103.0","253.0","159.0","219.0","1298.0","597.0","66.0","13.0","224.0","1476.0","0.209225413402959"
"255","561.0","84.03559510683101","468.0","106.0","121.0","249.0","96.0","126.0","895.0","498.0","32.0","122.0","76.0","984.0","2.0"
"256","2385.0","257.4200171401847","678.0","1726.0","1040.0","891.0","427.0","64.0","2130.0","521.0","347.0","206.0","380.0","1310.0","10.74808544941556"
"257","1070.0","272.5105905661435","596.0","501.0","562.0","333.0","106.0","96.0","1588.0","344.0","162.0","113.0","360.0","989.0","157.793893129771"
"258","1543.0","266.1002542097148","418.0","1156.0","544.0","588.0","246.0","177.0","1097.0","272.0","287.0","328.0","467.0","1437.0","59.34521979711036"
"259","7260.0","746.1192393778188","3161.0","4113.0","3798.0","2479.0","738.0","276.0","2026.0","596.0","286.0","387.0","509.0","1233.0","16.927401340282948"
"26","1921.0","285.33549168469034","11.0","1930.0","881.0","288.0","473.0","315.0","797.0","115.0","299.0","160.0","150.0","122.0","9.0"
"260","842.0","185.82020709588176","252.0","611.0","180.0","198.0","166.0","319.0","790.0","494.0","342.0","556.0","454.0","1156.0","23.94933841935869"
"261","1263.0","252.7081582537973","713.0","565.0","142.0","394.0","262.0","499.0","848.0","691.0","235.0","174.0","155.0","843.0","8.0"
"262","1245.0","315.0355378954257","741.0","525.0","257.0","517.0","125.0","385.0","1211.0","321.0","133.0","152.0","212.0","865.0","103.49522852837772"
