"ZONE","DISTRICT","SD","COUNTY","TOTHH","HHPOP","TOTPOP","EMPRES","SFDU","MFDU","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","TOTACRE","RESACRE","CIACRE","SHPOP62P","TOTEMP","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","RETEMPN","FPSEMPN","HEREMPN","AGREMPN","MWTEMPN","OTHEMPN","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TERMINAL","TOPOLOGY","ZERO","gqpop","hhlds"
"944","18","18","4","3022.0","287.7669138051545","342.5605507630974","1523.0","159","2438","594.0","374.0","530.0","995.0","102","58.41008","5","0.19492","186.9028434095216","246","273","2161","987","699","115","131","235","0","18","5","0","0","2","0","0","0","2.42091","2","0","1","3022.0"
"945","18","18","4","8027.0","597.9574653017075","726.3688162994177","3192.0","82","3657","1238.0","507.0","782.0","1290.0","307","45","55","0.26497","391.7458818688885","144","317","2699","1287","1346","19","1658","1739","0","522","5415","135.1069","295.43374","1","0","0","0","4.32062","3","0","61","8027.0"
"946","18","18","4","2399.0","229.9678775699414","436.0734533507423","1308.0","177","2138","428.0","383.0","232.0","1385.0","210","57","133","0.16952","161.95114700902442","32","627","2274","1186","671","704","503","1186","0","733","511","41","102","2","90","2604","9661","3.12396","3","0","47","2399.0"
"947","18","18","4","1228.0","139.3040105491457","1013.96105574474","585.0","228","1256","609.0","419.0","402.0","615.0","436","18.68003","391","0.21771","74.06176266856588","52","248","1458","802","568","358","454","1788","12","1247","281","0","0","3","364","0","0","1.46233","2","0","6","1228.0"
"948","18","18","4","869.0","129.77138416232148","250.72691488857845","583.0","896","867","202.0","292.0","272.0","850.0","391","200","182","0.15458","73.60086253595527","177","636","1594","1330","578","261","232","579","0","180","1164","0","0","3","1","0","0","1.36288","3","0","103","869.0"
"949","18","18","4","548.0","87.22725642366396","266.227256423664","331.0","1257","217","32.0","92.0","194.0","1045.0","284","232","46","0.24258","40.90089049277223","234","654","879","1124","749","186","102","502","0","204","104","0","0","4","0","0","0","1.2918","3","0","0","548.0"
"95","3","3","1","1086.0","145.88954908917987","155.88954908917987","594.0","703","862","142.0","32.0","237.0","1047.0","86","51","3","0.1697","82.20081381134109","298","264","1209","894","411","34","119","232","0","23","32","0","0","3","0","0","0","2.22532","1","0","4","1086.0"
"950","18","18","4","1058.0","143.312094259881","143.312094259881","672.0","1228","822","149.0","142.0","278.0","1321.0","246","206.53311","29","0.17062","82.8188298999964","237","814","1719","1377","706","152","387","548","0","45","65","0","0","3","0","0","0","1.46938","3","0","0","1058.0"
"951","18","18","4","1473.0","174.06531730484568","174.06531730484568","674.0","1823","956","404.0","264.0","603.0","1422.0","268","222","21","0.20836","84.12727361856858","456","938","2007","2004","1103","42","77","223","0","13","19","0","0","4","0","0","0","1.42336","3","0","0","1473.0"
"952","18","18","4","1209.0","200.1899487359042","245.1899487359042","768.0","2529","56","72.0","106.0","266.0","1890.0","977","237","197.22534","0.17185","94.24940752613507","437","1378","2125","2112","960","923","907","1208","5","1290","522","0","0","4","198","0","0","1.65467","3","0","0","1209.0"
"953","18","18","4","5326.0","735.286468555051","821.286468555051","2764.0","2654","107","210.0","106.0","258.0","1949.0","587","506","18","0.22828","342.3455912679583","359","1405","1793","2547","1343","174","281","672","0","11","39","0","0","4","0","0","0","1.23787","3","0","2","5326.0"
"954","18","18","4","3400.0","440.96770913341857","736.9677091334186","1939.0","449","1542","236.0","242.0","453.0","916.0","198","99","82","0.2074","239.78282310679825","370","402","1802","940","700","866","208","944","0","117","95","0","0","3","439","0","0","1.82608","3","0","7","3400.0"
"955","18","18","4","2493.0","320.87938575300456","320.87938575300456","1243.0","300","1118","100.0","219.0","316.0","604.0","134","99","35","0.14358","152.51939972465252","156","355","1203","712","325","245","203","1332","0","21","655","0","0","3","1682","0","0","2.03674","3","0","0","2493.0"
"956","18","18","4","1039.0","130.95203276420392","176.95203276420392","550.0","675","1609","188.0","190.0","575.0","1050.0","219","208","5","0.1699","68.33946993338839","234","577","1872","1735","632","116","226","488","0","58","217","0","0","3","0","0","0","1.52723","3","0","79","1039.0"
"957","18","18","4","3853.0","439.4274301917874","511.2103326594725","2052.0","477","1134","126.0","142.0","214.0","1011.0","158","117","16","0.24175","251.83155327021024","226","432","1142","760","621","2","50","715","0","5","57","0","0","4","0","0","0","1.57568","3","0","5","3853.0"
"958","18","18","4","4892.0","525.2343828462451","637.2343828462451","2615.0","593","1040","80.0","229.0","267.0","967.0","195","87","19","0.29307","320.95140018308143","142","355","1181","809","700","28","81","335","0","14","25","0","0","4","0","0","0","1.60929","3","0","8","4892.0"
"959","18","18","4","1454.0","193.43075832744088","195.24167490828535","885.0","1077","1093","248.0","199.0","252.0","1117.0","208","161","25","0.20019","108.62727686645997","244","716","1660","1804","826","104","115","391","0","29","38","0","0","4","0","0","0","1.53834","3","0","0","1454.0"
"96","3","3","1","1165.0","181.2619611182774","198.2619611182774","751.0","636","659","50.0","10.0","87.0","1051.0","75","44","1","0.15779","103.9981663306157","82","352","1078","792","288","36","74","156","0","9","49","0","0","3","0","0","0","2.19556","1","0","0","1165.0"
"960","18","18","4","1265.0","174.2516483370692","488.2516483370693","708.0","1286","601","326.0","216.0","345.0","1195.0","617","181.01411","293","0.1716","88.93979427305072","362","733","1832","1481","656","453","793","864","0","209","326","0","0","3","0","0","0","1.3204","3","0","28","1265.0"
"961","18","18","4","1322.0","188.5258835231927","400.5258835231927","693.0","674","643","148.0","195.0","125.0","805.0","482","8","474","0.15645","99.6988951038888","399","649","1279","750","496","583","222","304","0","81","29","0","0","2","0","999","3948","1.13327","3","0","403","1322.0"
"962","18","18","4","6686.0","893.9538573590427","948.6948554639068","4301.0","379","1546","316.0","227.0","620.0","785.0","145","92","54.24068","0.09363","529.1074421996597","412","1130","2575","1141","445","25","55","377","0","18","30","0","0","3","620","0","0","1.71529","3","0","5","6686.0"
"963","18","18","4","2890.0","330.6638946847873","331.01029991354545","1638.0","1052","1377","408.0","199.0","498.0","1119.0","235","138","86","0.17523","202.6220424358721","283","600","1997","1514","685","57","253","269","2","19","17","0","0","3","1040","0","0","1.405","3","0","9","2890.0"
"964","18","18","4","472.0","107.98195631184912","319.9819563118491","225.0","80","258","112.0","13.0","71.0","57.0","1390","45","1315","0.06929","31.359716257071383","0","214","592","252","10","12","369","180","0","205","235","0","0","4","4","0","0","0.9425","3","0","203","472.0"
"965","18","18","4","529.0","71.34156676540216","681.0602912134807","356.0","134","137","47.0","20.0","29.0","118.0","1017","17","874","0.09452","44.88806273072329","26","31","290","182","0","57","72","61","0","718","9","0","0","4","3","0","0","0.95179","3","0","4","529.0"
"966","18","18","4","170.0","15.297200490149873","128.29720049014986","85.0","19","16","0.0","0.0","1.0","43.0","280","8","268","0.03614","10.419832217928176","0","13","31","35","4","41","233","475","0","1168","278","0","0","4","78","0","0","1.24398","3","0","17","170.0"
"967","18","18","4","1473.0","122.09161669664408","241.35308458655237","816.0","14","336","59.0","26.0","87.0","482.0","104","4","99","0.11945","100.15575843649076","19","21","350","136","60","419","1496","1885","0","1024","274","41","102","1","0","0","0","3.53421","3","0","47","1473.0"
"968","18","18","4","2720.0","231.1210836117856","356.1210836117856","863.0","73","1440","539.0","148.0","218.0","399.0","83","7","70","0.42187","105.89641705953426","58","185","720","668","1076","830","3956","3968","3","5599","909","113.04058","247.18207","1","406","0","0","4.48534","3","0","78","2720.0"
"969","18","18","4","2153.0","199.76843910087325","307.9757670722763","1175.0","90","930","286.0","154.0","116.0","862.0","85","15.52128","49","0.23141","144.162624087214","66","111","987","555","312","79","2950","1122","0","229","2503","75","164","1","0","0","0","4.1942","3","0","184","2153.0"
"97","3","3","1","1086.0","143.45796194696496","143.45796194696496","692.0","562","1276","192.0","80.0","181.0","1297.0","84","47","5","0.14233","95.8239608058614","329","255","1884","910","430","128","168","428","0","40","13","0","0","3","0","0","0","2.79632","1","0","2","1086.0"
"970","18","18","4","4627.0","388.5748076066503","736.25969909246","1390.0","63","2779","1151.0","389.0","282.0","862.0","94","25.51208","67","0.16464","170.56910671058185","134","211","2614","1115","700","107","906","2238","0","80","1829","75","164","1","414","0","0","3.79797","3","0","310","4627.0"
"971","18","18","4","2436.0","191.2565524249714","265.1531598563123","1033.0","10","459","292.0","80.0","124.0","344.0","96","5.22976","88","0.26565","126.8277061496364","10","52","364","126","167","685","7614","4075","0","891","6379","75","164","1","407","0","0","4.50082","3","0","41","2436.0"
"972","18","18","4","3475.0","323.5688566217039","423.1137535154653","1669.0","401","3442","932.0","270.0","590.0","2115.0","206","95","99","0.20098","205.0251331921449","237","423","3370","1337","987","749","250","1406","0","202","189","0","0","2","0","0","0","2.07851","1","0","68","3475.0"
"973","18","18","4","2247.0","204.37349529974875","215.59696984308337","1126.0","224","1368","154.0","212.0","391.0","729.0","91","50","30","0.12309","138.19052300602115","101","129","1666","603","255","106","165","3899","0","38","15","0","0","3","0","0","0","3.7546","1","0","0","2247.0"
"974","18","18","4","3154.0","274.95330147048924","332.27834035073806","1450.0","679","2317","428.0","380.0","549.0","1711.0","198","151","45","0.26303","177.98960214206255","241","229","2193","1126","1028","803","421","1961","3","207","167","0","0","3","2016","0","0","2.09958","1","0","4","3154.0"
"975","18","18","4","869.0","95.47102348916792","282.75899120743645","552.0","533","621","118.0","175.0","344.0","747.0","163","119","30","0.13709","67.75656161871821","149","217","1125","670","217","60","50","589","0","32","101","0","0","3","373","0","0","1.41117","3","0","2","869.0"
"976","18","18","4","1851.0","201.87006030616047","392.83803909465735","1100.0","481","1573","359.0","231.0","999.0","1159.0","218","53","63","0.09023","135.0421614253822","102","331","2621","846","278","212","297","953","1","197","279","0","0","3","0","0","0","2.23344","3","0","147","1851.0"
"977","18","18","4","1001.0","133.8266537751623","292.1999021828056","673.0","1299","1628","335.0","416.0","425.0","1811.0","268","181","71","0.11363","82.60445503097867","234","821","3631","1458","597","82","190","3428","0","199","294","0","0","3","347","0","0","2.07102","3","0","30","1001.0"
"978","18","18","4","1133.0","163.54808081256485","900.513707675271","818.0","453","1093","417.0","189.0","387.0","678.0","187","103","83","0.12558","100.42268288938976","120","650","1848","926","342","99","61","536","0","44","64","0","0","3","10","0","0","1.44172","3","0","449","1133.0"
"979","18","18","4","1926.0","165.54569821542896","1810.9453292736207","966.0","129","1693","372.0","267.0","454.0","1248.0","207","64","107","0.19412","118.55037932740524","60","243","1942","968","563","168","381","8217","0","79","47","0","0","1","113","666","97","3.50884","2","0","337","1926.0"
"98","3","3","1","1165.0","148.84073061346606","148.84073061346606","786.0","813","1306","91.0","134.0","266.0","1583.0","106","60","5","0.1627","108.86283645530445","224","443","1905","1086","589","265","280","323","1","16","26","0","0","3","0","0","0","2.62101","1","0","1","1165.0"
"980","18","18","4","472.0","66.33756652975401","85.33756652975401","307.0","178","361","122.0","50.0","65.0","304.0","91","63","19","0.12734","37.64530081405822","30","150","752","235","113","41","43","153","0","59","9","41","164","3","0","0","0","2.78565","3","0","4","472.0"
"981","18","18","4","1228.0","134.89889657230026","175.89889657230026","540.0","68","360","138.0","67.0","57.0","84.0","72","30","8","0.27193","66.32081209968865","50","60","315","192","181","84","260","327","0","29","158","116.33523","254.38636","1","0","0","0","4.01602","3","0","2","1228.0"
"982","18","18","4","2247.0","312.5384308550797","319.5384308550797","1046.0","135","565","326.0","38.0","156.0","199.0","91","57","13","0.0997","128.342708580926","280","335","689","223","148","7","44","355","2","17","17","0","0","2","0","0","0","1.57936","3","0","2","2247.0"
"983","18","18","4","1832.0","206.9430678275229","245.9430678275229","826.0","331","872","493.0","331.0","275.0","202.0","80","60","9","0.1738","102.09218020610255","194","256","1533","404","415","6","19","60","0","46","44","0","0","2","0","0","0","1.70359","3","0","11","1832.0"
"984","18","18","4","434.0","63.95532425948484","328.9553242594848","231.0","37","128","62.0","41.0","37.0","55.0","104","30","51","0.09235","28.35905248521104","40","82","160","69","28","83","112","189","0","183","95","0","0","2","75","0","0","1.3286","3","0","8","434.0"
"985","18","18","4","1908.0","296.6585161809555","561.6585161809555","1110.0","185","635","233.0","186.0","198.0","252.0","68","47","17","0.0912","136.16811300553124","196","404","798","340","137","30","139","82","0","21","0","0","0","2","1","0","0","1.58292","3","0","41","1908.0"
"986","18","18","4","831.0","110.17594750252545","745.1759475025254","626.0","281","440","121.0","93.0","166.0","375.0","68","41","26","0.1376","76.88123066643718","123","414","965","387","204","25","10","143","0","243","13","0","0","3","0","0","0","1.71189","3","0","11","831.0"
"987","18","18","4","585.0","79.4727158908188","101.4727158908188","344.0","306","471","199.0","62.0","223.0","236.0","75","49","26","0.12526","42.26839566238485","145","309","945","348","177","6","21","139","2","34","13","0","0","3","0","0","0","1.46097","3","0","1","585.0"
"988","18","18","4","1379.0","162.0125541759064","2293.012554175906","966.0","441","917","160.0","164.0","117.0","1089.0","1307","57.44984","876","0.10996","118.50190820757884","224","279","1382","644","263","1013","431","275","0","1488","414","0","0","4","0","0","0","1.1153","3","0","106","1379.0"
