"ZONE","SD","TOTACRE","RESACRE","CIACRE","SFDU","MFDU","PRKCST","OPRKCST","AREATYPE","HSENROLL","COLLFTE","COLLPTE","TOPOLOGY","TERMINAL","ZERO","DISTRICT","gqpop","TOTHH","HHPOP","TOTPOP","EMPRES","hhlds"
"553","11","205","117.50225","18","805","400","0","0","3","0","0","0","3","1.62563","0","11","51","2086.0","410.8262747239313","550.8262747239313","1658.0","2086.0"
"554","11","182","154","25","690","553","0","0","3","0","0","0","3","1.50517","0","11","908","707.0","114.58380755296183","736.5838075529618","690.0","707.0"
"555","11","302","165.2672","72","819","1840","0","0","3","630","225","130","3","1.62568","0","11","278","1430.0","207.5531599855239","288.59528580502456","1031.0","1430.0"
"556","11","61","24","37","77","558","583.68078","1634.30619","1","0","0","0","3","4.0183","0","11","3572","1514.0","280.8865046642943","3737.886504664295","3634.0","1514.0"
"557","11","179","21","158","163","2112","60.28606","168.80097","1","0","25484","7289","3","3.69908","0","11","117","2928.0","318.6762172763557","469.6762172763557","1551.0","2928.0"
"558","11","408","48.81429","233","375","1760","63.12993","274.25299","1","0","0","0","3","3.94606","0","11","25","2490.0","251.97074758684153","435.9707475868415","1358.0","2490.0"
"559","11","381","287","48","1574","215","0","0","4","0","0","0","3","1.27405","0","11","22","1228.0","208.20267689315483","215.20267689315483","847.0","1228.0"
"56","2","250","2","157","25","46","0","0","3","0","0","0","1","1.63626","0","2","0","346.0","39.175502612448895","71.45507250492201","156.0","346.0"
"560","11","254","172.38312","18","629","821","83.00356","261.46121","3","0","0","0","3","4.74781","0","11","279","993.0","183.41970327030194","414.41970327030197","739.0","993.0"
"561","11","283","91","184","669","888","0","0","4","0","0","0","3","1.35074","0","11","0","1935.0","307.04933089429545","318.04933089429545","1223.0","1935.0"
"562","11","170","105","32","722","619","0","0","4","0","0","0","3","1.71449","0","11","107","824.0","167.04310374597364","203.04310374597364","608.0","824.0"
"563","11","1599","387","932","1590","2919","0","0","4","334","0","0","3","1.57495","0","11","862","4005.0","589.5227490184795","794.5520501779906","2143.0","4005.0"
"564","11","580","305.48038","175","1157","1795","0","0","4","389","0","0","2","1.34749","0","11","29","2372.0","420.5158592594193","438.6796339206981","1623.0","2372.0"
"565","11","307","185","23","1410","865","0","0","4","0","0","0","1","1.6761","0","11","0","2053.0","377.8336785697245","377.8336785697245","1308.0","2053.0"
"566","11","1079","433.62454","110","2450","276","0","0","4","0","0","0","1","1.26875","0","11","0","2070.0","336.37284097043073","347.05612249796184","1412.0","2070.0"
"567","11","444","290.91519","222","1835","628","0","0","4","0","0","0","3","1.322","0","11","135","3449.0","701.8527941986746","719.5869879152696","2710.0","3449.0"
"568","11","345","269","28","1516","828","0","0","4","0","0","0","3","1.52515","0","11","18","1901.0","361.98159883416884","409.57338769047385","1122.0","1901.0"
"569","11","148","113","10","892","205","0","0","3","0","0","0","3","1.64827","0","11","7","1363.0","343.64195959718654","343.64195959718654","1388.0","1363.0"
"57","2","137","80","3","818","227","0","0","3","0","0","0","1","1.47141","0","2","0","724.0","120.27376048539637","120.27376048539637","438.0","724.0"
"570","11","145","104","19","575","630","0","0","3","0","0","0","3","1.71996","0","11","13","1952.0","413.74711825067124","431.8041437981165","1326.0","1952.0"
"571","11","284","156","8","861","27","0","0","4","0","0","0","3","1.44098","0","11","12","623.0","153.92556722151951","153.92556722151951","656.0","623.0"
"572","11","377","196","54","960","28","0","0","4","1934","0","0","3","1.28569","0","11","8","1127.0","287.2719867660617","297.2719867660617","1195.0","1127.0"
"573","11","340","215","5","1054","8","0","0","4","0","0","0","3","1.29325","0","11","53","1683.0","367.62973201837957","414.62973201837957","1357.0","1683.0"
"574","11","284","164.49188","22","1117","169","0","0","4","0","0","0","3","1.44107","0","11","82","3819.0","823.988942584453","902.988942584453","2751.0","3819.0"
"575","11","410","155","29","964","25","0","0","4","0","0","0","3","1.45847","0","11","55","959.0","225.67703103380828","269.67703103380825","854.0","959.0"
"576","11","267","227","29","1162","0","0","0","4","0","0","0","3","1.29524","0","11","47","1211.0","263.6639557609282","314.6639557609282","920.0","1211.0"
"577","11","232","199","21","1098","14","0","0","3","0","0","0","3","1.3955","0","11","69","1531.0","410.7017664149703","457.7017664149703","1533.0","1531.0"
"578","11","268","218","45","1086","1426","0","0","3","1981","0","0","3","1.64165","0","11","0","3247.0","649.3726537738288","653.2253707642394","2798.0","3247.0"
"579","11","437","62","101.76068","299","489","0","0","4","0","0","0","3","1.6454","0","11","43","1531.0","252.51112491182218","415.5111249118222","900.0","1531.0"
"58","2","104","54","11","582","2105","0","0","3","10","0","0","1","2.94951","0","2","26","2094.0","275.4706759280722","329.4706759280722","1151.0","2094.0"
"580","11","201","72","82","398","748","0","0","3","0","0","0","3","1.73423","0","11","0","3550.0","861.5614080946413","959.5614080946413","3198.0","3550.0"
"581","12","214","141","6","695","559","0","0","3","0","0","0","3","1.74844","0","12","8","2658.0","665.0019733711022","680.7055649772361","2134.0","2658.0"
"582","12","353","273","40","1323","582","0","0","4","0","0","0","3","1.59554","0","12","23","2171.0","486.95811552078897","665.958115520789","1917.0","2171.0"
"583","12","617","333","199","1287","226","0","0","4","0","0","0","3","1.47799","0","12","40","1733.0","399.5500898413888","414.5500898413888","1334.0","1733.0"
"584","12","424","184","182","906","15","0","0","4","1749","0","0","3","1.16195","0","12","20","740.0","212.56083371966244","220.44596725783308","796.0","740.0"
"585","12","187","138","19","988","16","0","0","3","0","0","0","3","1.5567","0","12","5","757.0","201.9956756444361","204.9956756444361","693.0","757.0"
"586","12","274","196","78","1190","42","0","0","4","0","0","0","3","1.43477","0","12","6","724.0","217.069536962016","217.069536962016","868.0","724.0"
"587","12","93","84","9","381","16","0","0","4","0","0","0","3","1.5129","0","12","11","757.0","263.7963535088515","268.7963535088515","1026.0","757.0"
"588","12","248","209","18","982","342","0","0","4","0","0","0","3","1.45824","0","12","11","1228.0","413.58323690907065","452.58323690907065","1435.0","1228.0"
"589","12","256","157","27","1000","387","0","0","4","0","0","0","3","1.6229","0","12","0","1666.0","446.87325585958104","468.87325585958104","1577.0","1666.0"
"59","2","200","110","21","1403","2013","0","0","3","2054","0","0","1","2.44767","0","2","57","1401.0","226.99840620376722","243.47607463677252","936.0","1401.0"
"590","12","180","70","60","758","194","0","0","4","0","0","0","3","1.61887","0","12","0","1699.0","437.97696607289566","437.97696607289566","1671.0","1699.0"
"591","12","357","251","61.4498","1499","657","0","0","4","0","0","0","3","1.8466","0","12","95","1683.0","363.31019319677864","434.49016485478523","1255.0","1683.0"
"592","12","293","129","4","905","492","0","0","4","0","0","0","3","1.69749","0","12","2","1985.0","424.85712826416346","444.85712826416346","1552.0","1985.0"
"593","12","335","104","185","664","255","0","0","4","0","0","0","3","1.43353","0","12","135","1279.0","295.82508669880224","303.82508669880224","1158.0","1279.0"
"594","12","190","156","21","1135","347","0","0","3","0","0","0","3","1.58194","0","12","94","4005.0","893.6728936143794","960.6728936143794","3812.0","4005.0"
"595","12","275","148","65","425","2162","0","0","3","0","0","0","3","1.76916","0","12","0","4307.0","735.276050976386","845.4977353907133","2314.0","4307.0"
"596","12","298","111","92","632","177","0","0","3","4066","0","0","3","1.32264","0","12","8","1901.0","389.1698190723361","413.1698190723361","1479.0","1901.0"
"597","12","222","115.06239","108","514","1397","0","0","3","0","0","0","3","1.57291","0","12","1","4257.0","655.9715276021336","725.9715276021336","2074.0","4257.0"
"598","12","517","267","155","1873","244","0","0","4","0","0","0","3","1.2856","0","12","36","1161.0","218.1097404194666","276.10974041946656","913.0","1161.0"
"599","12","291","230","12","1321","138","0","0","4","0","0","0","3","1.28497","0","12","25","1397.0","307.61506368083263","324.61506368083263","1292.0","1397.0"
"6","1","29","7","8","13","2290","151.16429","550.23803","0","0","0","0","1","5.01837","0","1","525","5289.0","461.1483790180488","836.1483790180488","2788.0","5289.0"
"60","2","87","55","2","632","1073","0","0","2","0","0","0","1","2.3279","0","2","2","1496.0","200.38071590626905","206.38071590626905","827.0","1496.0"
"600","12","288","277","3","1270","13","0","0","4","0","0","0","3","1.23734","0","12","32","892.0","177.24627884490215","203.24627884490215","754.0","892.0"
"601","12","544","239.18452","121","1987","463","0","0","4","12","0","0","3","1.41288","0","12","1","1800.0","270.49047798589805","403.49047798589805","1256.0","1800.0"
"602","12","360.39999","68","167","634","11","0","0","4","0","0","0","3","1.97935","0","12","98","1312.0","249.45284692997987","713.4528469299798","1028.0","1312.0"
"603","12","399.20001","28.53342","305","114","2","0","0","3","288","0","0","3","1.61007","0","12","19","707.0","117.56613435929869","581.5661343592986","566.0","707.0"
"604","12","317","74","217","926","14","0","0","4","565","0","0","3","1.60542","0","12","151","791.0","187.70921789618936","651.7092178961893","628.0","791.0"
"605","12","1133","321","480","2172","2011","0","0","3","0","0","0","3","2.2414","0","12","52","2238.0","375.6327138229364","399.0160918390222","1534.0","2238.0"
"606","12","499","204.75525","243","1875","681","0","0","4","0","0","0","3","1.4127","0","12","16","5687.0","885.2397522822648","900.2067950112335","4475.0","5687.0"
"607","12","642","130","474","1217","1094","0","0","4","0","0","0","3","1.47109","0","12","22","2793.0","492.0588447893424","1216.4152579561983","2128.0","2793.0"
"608","12","810.90002","48.92588","712","289","362","0","0","4","0","0","0","3","1.81835","0","12","4","5081.0","697.6417786989796","741.6417786989796","3210.0","5081.0"
"609","12","461","312","113","1629","19","0","0","4","0","0","0","3","1.47136","0","12","7","1346.0","249.0795381537161","249.0795381537161","859.0","1346.0"
"61","2","90","54","4","658","1406","0","0","2","0","0","0","1","2.59544","0","2","3","1763.0","263.4530735968035","263.4530735968035","1039.0","1763.0"
"610","12","147","49","33","539","171","0","0","4","0","0","0","3","1.44648","0","12","0","1144.0","180.96801772360882","180.96801772360882","568.0","1144.0"
"611","12","434","302","72","1472","351","0","0","4","0","0","0","3","1.355","0","12","10","757.0","173.4746589903382","206.4746589903382","647.0","757.0"
"612","12","442","181.0945","152","1251","1105","0","0","4","0","0","0","3","1.5826","0","12","1","3567.0","648.5046389052242","649.4079883233337","2907.0","3567.0"
"613","12","218","164","35","1000","76","0","0","4","0","0","0","2","1.34037","0","12","13","1548.0","319.99847132275085","319.99847132275085","1302.0","1548.0"
"614","12","410","249","132","1430","24","0","0","4","3134","0","0","3","1.23847","0","12","6","1026.0","217.54131047245681","221.54131047245681","779.0","1026.0"
"615","12","4186","519","23","1330","147","0","0","4","0","0","0","1","1.08261","0","12","8","1380.0","287.52116797873606","308.52116797873606","1190.0","1380.0"
"616","12","242","127","73","1009","392","0","0","4","114","0","0","2","1.42376","0","12","0","1683.0","359.8571541362529","361.8571541362529","1549.0","1683.0"
"617","12","258","147","59","804","619","0","0","4","0","0","0","3","1.44685","0","12","13","2070.0","387.01464688972976","390.01464688972976","1647.0","2070.0"
"618","12","2260","385","8","825","6","0","0","4","0","0","0","1","1.0439","0","12","0","808.0","178.68612581145405","186.62270565290365","634.0","808.0"
"619","12","298","221","30","1621","30","0","0","4","0","0","0","2","1.33638","0","12","2","2288.0","441.5117093057053","457.5117093057053","1621.0","2288.0"
"62","2","158","80","11","726","2795","0","0","2","0","0","0","2","2.87229","0","2","6","1606.0","237.57644213927546","243.68218272958143","974.0","1606.0"
"620","12","282","105","94","1104","66","0","0","4","0","0","0","3","1.46721","0","12","13","2322.0","471.8775086393124","482.8775086393124","1764.0","2322.0"
"621","12","265","158","61","997","260","0","0","4","0","0","0","3","1.36731","0","12","10","1548.0","311.52313909151576","339.52313909151576","1192.0","1548.0"
"622","12","336","286","49","1542","31","0","0","4","0","0","0","2","1.23912","0","12","24","808.0","165.55912985442959","187.55912985442959","725.0","808.0"
"623","12","399","348","16","1951","94","0","0","4","0","0","0","2","1.22919","0","12","22","1346.0","275.4282108637441","286.32187602211513","1185.0","1346.0"
"624","12","234","154","6","868","0","0","0","4","0","0","0","3","1.24245","0","12","34","824.0","157.36434864111848","195.36434864111848","604.0","824.0"
"625","12","328","220","25","1275","365","0","0","4","6","0","0","3","1.43263","0","12","10","1296.0","250.8170751127396","281.8170751127396","1035.0","1296.0"
"626","12","355","292","62","1306","14","0","0","4","2178","0","0","2","1.2316","0","12","31","909.0","188.96154387475633","197.96154387475633","682.0","909.0"
"627","12","421","300","42","1529","273","0","0","4","0","0","0","3","1.26469","0","12","24","2255.0","403.30057271269516","459.30057271269516","1588.0","2255.0"
"628","12","4328","822","103","1383","163","0","0","4","4","0","0","1","1.002","0","12","2","993.0","181.4037656225713","197.4037656225713","653.0","993.0"
"629","12","739","569","52","1679","131","0","0","4","0","0","0","1","1.1021","0","12","23","1245.0","256.0172794666446","326.91128601896685","1066.0","1245.0"
"63","2","129","71","5","708","1721","0","0","2","19","0","0","1","2.52473","0","2","5","1401.0","207.45122092423986","223.45122092423986","909.0","1401.0"
"630","12","407","369","31","1949","382","0","0","3","0","0","0","3","1.32064","0","12","71","993.0","200.8397878258553","358.8397878258553","777.0","993.0"
"631","12","252","171","24","1182","294","0","0","4","0","0","0","3","1.48485","0","12","16","1094.0","275.62230701764724","280.62230701764724","1048.0","1094.0"
"632","12","379","247","96","1380","374","0","0","4","86","0","0","3","1.38962","0","12","30","1245.0","227.53375971401954","276.53375971401954","937.0","1245.0"
"633","12","478","376","101","2095","431","0","0","4","2286","0","0","3","1.34189","0","12","52","1279.0","283.58489709723915","305.7636986436309","1167.0","1279.0"
"634","12","282","206","70","1116","499","0","0","4","0","0","0","3","1.47302","0","12","0","1548.0","294.34150048260744","330.34150048260744","1125.0","1548.0"
"635","12","246","189","54","1075","18","0","0","4","0","0","0","2","1.34553","0","12","391","942.0","202.52151810961206","211.52151810961206","870.0","942.0"
